"tag","coreID","sp","status.at.coring","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
92389,"92389","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.634,2.988,2.322,3.086,0.938,0.81,0.634,1.168,1.162,1.402,0.872,0.594,1.104,1.134,0.946,0.574,1.382,1.696,1.616,1.608,1.768,1.658,1.3,0.61,0.59,0.466,0.712,0.75,0.466,0.344,0.656,0.438,0.776,0.562,0.468,0.612,0.22,0.208,0.128,0.228,0.12,0.324,0.234,0.158,0.196,0.168,0.138,0.154,0.162,0.12,0.284,0.26,0.132,0.382,1.024,0.88,0.648,0.39,0.264,0.172,0.146,0.156,0.15,0.154,0.072,0.264,0.342,0.172,0.114,0.224,0.286,0.09,0.112,0.078,0.278,0.23,0.202,0.136,0.106,0.05,0.184,0.176,NA,NA,NA,NA,NA,NA,NA,NA
92442,"92442A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.345,1.6,1.491,1.338,1.773,3.274,4.244,3.585,4.075,3.449,3.628,2.595,2.143,1.718,2.546,0.959,0.961,1.499,2.109,1.615,1.265,1.207,1.134,1.059,0.674,0.491,0.363,0.683,0.657,0.58,0.787,0.579,0.876,0.666,0.518,0.532,1.158,0.996,0.864,0.413,0.915,0.767,0.849,0.969,0.652,0.622,0.493,0.342,0.679,0.868,0.521,0.401,0.472,1.669,1.071,0.864,0.324,0.369,0.695,0.176,0.162,0.416,0.695,0.84,0.712,0.609,0.476,0.599,0.616,0.534,0.389,NA,NA,NA,NA,NA,NA,NA
92486,"92486A","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.247,1.067,0.819,0.766,0.633,0.362,0.525,0.548,0.297,0.334,0.72,0.445,0.515,0.34,0.377,0.234,0.14,0.283,0.302,0.569,0.607,0.424,0.449,0.653,1.029,0.936,1.062,1.104,0.923,1.116,1.089,0.636,0.779,0.41,0.665,0.508,0.54,0.619,0.338,0.397,0.204,0.214,0.288,0.251,0.219,0.109,0.246,0.138,0.179,0.183,0.177,0.138,0.203,0.176,0.121,0.128,0.144,0.142,0.128,0.267,0.256,0.448,0.443,0.321,0.289,0.315,0.218,0.31,0.342,0.579,0.372,0.668,0.583,0.421,0.346,0.375,0.369,0.509,0.21,0.24,0.355,0.411,0.479,0.463,0.328,0.336,0.444,0.416,0.408,NA,NA,NA,NA,NA,NA,NA,NA
92493,"92493","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.634,0.388,1.098,1.392,1.814,2.012,1.844,2.076,1.754,1.716,1.702,1.772,2.568,1.214,1.588,1.168,0.886,0.788,0.828,0.842,1.006,1.2,0.672,1.316,0.948,1.126,0.936,1.592,1.3,0.932,0.97,1.116,1.37,0.854,0.856,1.018,1.792,0.994,1.02,0.576,0.46,0.63,0.424,0.446,0.204,0.354,0.258,0.234,0.184,0.182,0.278,0.266,0.312,0.464,0.37,0.386,0.556,0.572,0.59,0.4,0.476,0.382,0.35,0.742,1.024,1.2,0.95,0.656,0.69,0.574,0.368,0.546,0.558,0.674,0.602,0.878,0.478,0.186,0.494,0.476,0.638,0.406,0.13,0.126,0.196,0.474,0.786,1.03,1.63,1.568,2.1,2.07,1.802,NA,NA,NA,NA,NA,NA,NA,NA
92501,"092501A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.745,5.207,3.609,3.775,4.465,3.314,2.647,2.488,1.406,2.675,0.882,0.491,0.75,1.236,1.146,1.061,1.283,1.168,0.845,1.401,1.348,1.743,1.342,1.663,1.492,1.253,1.664,0.703,1.155,0.417,0.517,0.612,0.38,0.396,0.18,0.305,0.232,0.227,0.238,0.264,0.233,0.259,0.322,0.264,0.301,0.328,0.481,0.401,0.353,0.55,0.867,1.357,0.918,0.695,0.776,0.794,0.798,0.511,0.412,0.428,0.284,0.444,0.363,0.275,0.232,0.249,0.343,0.174,0.132,0.185,0.206,0.153,0.143,0.148,0.09,0.122,0.217,0.111,0.122,0.09,0.1,0.111,0.069,0.085,NA,NA
100997,"100997","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.23,0.96,0.79,0.776,0.838,0.59,0.594,0.572,0.584,0.464,0.462,0.274,0.266,0.132,0.26,0.148,0.4,0.372,0.402,0.716,0.784,0.752,0.762,1.376,0.526,0.622,0.39,0.17,0.406,0.236,0.158,0.096,0.068,0.054,0.06,0.06,0.062,0.248,0.302,0.294,0.24,0.23,0.2,0.174,0.11,0.186,0.238,0.252,0.234,0.238,0.298,0.296,0.24,0.218,0.182,NA,NA,NA,NA,NA,NA,NA,NA
102412,"102412","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.082,2.646,4.382,3.486,2.952,3.756,4.602,3.988,5.18,5.706,5.226,8.016,7.872,7.102,4.764,3.096,5.146,2.676,5.414,6.458,7.062,5.786,6.414,3.35,1.418,0.96,1.488,0.534,1.212,1.24,0.846,0.71,1.206,0.534,0.814,0.608,1.054,0.538,0.704,1.314,1.214,2.56,1.776,3.236,2.014,1.772,1.758,1.27,0.82,1.28,1.08,1.094,0.884,1.396,1.294,1.014,1.358,1.584,1.73,1.564,1.696,2.118,1.61,1.582,3.036,2.608,4.174,2.104,1.472,1.512,0.596,1.748,1.642,1.72,1.032,1.364,1.704,1.422,1.304,1.508,1.872,NA,NA,NA,NA,NA,NA,NA,NA
102470,"102470A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.851,1.537,1.763,1.534,2.863,1.884,1.697,2.409,2.312,2.478,2.371,4.326,2.81,3.782,4.084,4.148,3.175,2.096,4.121,3.237,1.905,2.622,1.496,0.975,0.829,1.122,0.842,0.924,0.908,1.47,1.205,1.25,0.579,0.722,0.704,0.568,0.514,0.59,0.738,0.573,1.102,0.979,1.121,1.688,0.785,0.798,0.549,0.597,0.464,0.359,0.549,0.692,0.551,0.098,0.131,0.141,0.306,0.152,0.172,0.185,0.118,0.175,0.184,0.137,0.125,0.128,0.242,0.103,0.084,0.093,0.05,0.067,0.066,0.059,0.089,0.142,0.111,0.12,0.076,0.08,0.07,0.065,0.09,NA,NA,NA,NA
110128,"110128","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.476,4.212,9.784,5.674,5.09,7.352,6.03,10.5,11.602,8.348,6.284,5.25,4.908,2.252,4.146,7.772,6.396,5.968,6.096,5.458,6.504,6.088,5.954,5.662,2.528,4.288,4.366,3.89,2.472,1.94,1.644,2.442,2.506,3.058,4.064,3.398,2.828,5.788,4.16,2.45,4.918,4.28,4.78,4.426,2.29,2.008,2.258,3.874,4.36,4.018,1.244,0.638,2.424,2.96,3.138,5.782,5.238,NA,NA,NA,NA,NA,NA,NA,NA
110379,"110379","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,13.228,13.512,11.956,11.132,10.024,8.448,3.606,8.532,8.006,6.17,5.81,5.994,3.69,5.15,7.596,6.292,5.942,6.338,7.712,9.414,6.386,7.04,8.56,5.638,8.148,8.146,3.96,3.706,2.672,6.092,7.634,4.97,4.788,6.022,4.756,3.52,3.462,4.684,4.358,NA,NA,NA,NA,NA,NA,NA,NA
110791,"110791","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.628,1.93,4.034,3.88,5.53,2.962,3.496,3.976,4.814,6.602,7.394,8.968,8.368,8.148,6.498,8.076,8.246,9.764,6.542,4.94,7.68,5.546,3.746,3.928,5.5,6.444,5.956,3.662,1.662,1.148,1.208,2.008,1.572,2.316,1.402,1.43,1.064,0.894,0.858,0.588,0.658,0.522,0.92,1.532,1.058,2.912,3.378,2.622,2.284,3.24,3.06,1.954,1.188,1.21,1.042,1.192,1.438,1.846,1.13,1.522,1.818,1.666,1.574,1.496,1.184,1.924,1.502,0.94,1.79,1.194,1.33,1.982,1.512,1.446,0.77,0.588,1.16,0.98,1.022,0.834,1.766,1.376,1.12,1.19,0.944,NA,NA,NA,NA,NA,NA,NA,NA
110798,"110798","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.938,5.84,6.18,5.86,5.194,4.318,3.946,4.486,3.42,4.222,4.548,4.414,5.942,4.88,4.506,4.666,4.736,6.354,5.41,5.084,3.582,3.212,3.062,3.746,3.984,4.868,2.898,5.66,4.56,3.966,2.618,3.074,2.23,1.744,2.45,4.398,3.214,5.23,4.506,4.906,4.512,5.978,6.294,4.69,2.51,3.634,3.124,2.418,3.85,2.796,3.65,4.11,4.032,4.238,4.674,4.694,4.17,4.538,3.776,3.982,4.992,3.784,4.458,3.038,2.06,2.372,1.446,1.734,2.368,2.488,3.784,2.998,4.102,4.028,4.232,4.802,4.266,NA,NA,NA,NA,NA,NA,NA,NA
110899,"110899A","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256,1.886,2.11,2.828,1.577,2.023,0.556,1.605,1.097,1.383,1.265,0.895,1.056,1.074,0.926,1.102,1.256,1.053,0.533,0.418,0.101,0.311,1.148,1.994,1.676,1.112,0.27,0.362,0.232,0.248,0.326,0.922,0.764,0.373,0.417,0.289,0.231,0.199,0.136,0.246,0.879,0.761,0.566,0.308,0.234,0.386,0.38,0.356,0.415,0.464,0.327,0.206,0.22,0.243,0.383,0.325,0.165,0.161,0.088,0.096,0.176,0.15,0.123,0.171,0.133,0.092,0.114,0.062,0.112,0.137,0.206,0.279,0.278,0.231,0.192,0.126,0.073,0.044,0.089,0.066,0.069,0.064,0.047,0.065,0.109
110902,"110902r","litu","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394,0.954,0.511,1.233,1.661,1.397,0.779,1.17,0.954,0.468,0.505,0.575,0.801,0.799,0.678,0.491,0.761,1.346,1.409,1.281,1.187,1.017,1.477,1.331,1.425,1.041,0.664,0.938,1.076,1.028,0.897,1.036,0.975,0.829,1.003,0.819,0.625,0.696,0.596,0.674,0.78,0.658,0.467,0.474,0.397,0.583,0.752,0.869,0.685,1.397,1.165,0.679,0.785,0.608,1.019,0.624,0.293,0.387,0.624,0.611,0.395,0.541,0.356,0.273,0.331,0.376,0.429,0.372,0.448,0.432,0.453,0.56,0.485,0.304,0.277,0.174,0.154,0.151,0.167,0.244,0.119,0.081,0.066,0.054,0.072,0.076,0.062,0.044,NA,NA,NA,NA,NA,NA
110914,"110914","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,3.154,7.402,6.482,6.758,3.394,4.076,3.28,2.998,2.768,3.124,3.458,3.882,3.994,4.054,4.664,5.472,5.282,4.058,3.546,5.322,3.762,3.95,5.034,5.31,7.39,6.794,5.96,4.022,4.118,3.684,3.514,2.578,2.918,2.774,3.174,3.092,3.106,2.632,2.068,1.072,1.176,0.874,1.65,1.538,2.236,2.944,2.934,3.246,3.942,3.48,2.522,2.124,2.172,1.876,2.656,2.382,2.64,3.122,1.974,2.462,3.616,2.77,1.954,2.478,3.166,2.026,2.426,2.666,1.556,2.618,2.768,2.086,2.086,1.544,0.862,1.884,1.468,1.29,1.548,1.808,1.048,1.092,1.792,1.328,NA,NA,NA,NA,NA,NA,NA,NA
110950,"110950","litu","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.992,2.316,2.932,4.176,4.684,3.492,3.914,4.86,3.062,2.388,2.536,2.036,1.496,0.946,1.088,1.22,2.04,2.828,2.668,3.332,5.496,1.864,1.582,0.918,1.08,0.96,0.956,1.546,1.622,2.45,3.288,4.336,4.642,4.56,4.508,4.086,4.538,5.724,4.226,2.564,2.478,2.022,0.984,1.678,2.628,2.736,2.522,1.968,2.576,2.952,1.952,1.492,0.966,0.578,1.008,1.474,1.202,1.732,1.124,0.932,0.998,0.576,0.764,0.736,0.422,0.466,0.36,0.428,0.202,0.34,0.458,0.394,NA,NA,NA,NA,NA,NA,NA,NA
