"tag","coreID","sp","status.at.coring","1777","1778","1779","1780","1781","1782","1783","1784","1785","1786","1787","1788","1789","1790","1791","1792","1793","1794","1795","1796","1797","1798","1799","1800","1801","1802","1803","1804","1805","1806","1807","1808","1809","1810","1811","1812","1813","1814","1815","1816","1817","1818","1819","1820","1821","1822","1823","1824","1825","1826","1827","1828","1829","1830","1831","1832","1833","1834","1835","1836","1837","1838","1839","1840","1841","1842","1843","1844","1845","1846","1847","1848","1849","1850","1851","1852","1853","1854","1855","1856","1857","1858","1859","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
50499,"50499","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,6.316,6.448,4.15,4.504,3.88,3.456,2.662,1.908,2.23,2.25,2.818,3.284,3.344,3.882,5.07,4.676,3.93,3.566,4.054,3.874,3.502,3.182,4.126,2.424,2.746,4.394,5.412,4.828,5.56,4.684,3.982,4.678,4.198,5.026,3.362,4.868,3.49,3.57,4.096,2.904,3.104,3.1,2.75,2.106,1.862,3.254,3.538,2.826,1.796,1.64,2.094,2.038,2.606,3.044,2.108,3.506,3.214,1.708,1.596,2.384,1.836,1.31,1.572,1.976,1.996,1.494,1.726,1.5,1.144,1.308,1.596,1.264,1.242,1.132,0.822,0.876,0.804,0.82,1.058,1.106,1.306,1.444,1.496,1.286,1.446,1.312,1.63,NA,NA,NA,NA,NA,NA,NA,NA
50506,"50506","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2.054,1.594,1.482,1.768,1.464,2.426,2.79,1.714,2.332,1.502,1.618,1.374,1.186,1.43,1.188,1.422,1.018,0.866,0.928,1.014,1.186,0.924,1.284,1.664,1.282,1.206,0.81,0.574,0.638,0.818,0.76,1.118,0.814,1.1,0.888,0.982,1.028,0.936,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
52287,"52287","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.078,1.978,2.486,3.002,2.128,2.358,2.462,2.594,2.318,2.524,2.038,2.1,2.212,2.632,3.044,3.986,3.196,3.07,2.906,2.78,3.202,3.428,3.416,3.024,4.112,4.51,4.88,5.158,4.496,3.646,4.3,4.252,4.994,5.85,4.488,4.244,4.076,3.724,4.12,5.104,5.862,6.574,4.82,4.652,3.998,3.91,4.926,4.548,3.898,4.868,6.75,7.234,6.686,6.168,3.098,3.808,3.366,3.946,6.868,6.28,7.138,4.694,3.446,3.59,3.568,5.172,7.514,NA,NA,NA,NA,NA,NA,NA,NA
52343,"52343A","quru","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836,0.807,0.739,0.5,0.424,0.869,0.627,0.55,0.486,1.628,2.669,2.295,1.651,2.162,2.041,2.282,2.091,1.794,1.814,1.616,2.366,3.916,3.287,5.469,3.535,3.68,3.701,2.831,2.668,2.923,2.479,1.729,2,1.769,1.914,2.2,2.229,2.466,2.59,2.118,2.782,2.842,2.093,2.889,2.77,2.009,1.638,1.116,1.664,1.676,1.401,2.124,2.146,2.5,1.838,1.837,1.618,1.981,1.752,2.322,2.122,1.722,1.771,1.913,1.693,1.412,1.868,2.034,1.935,1.894,1.74,1.623,1.463,1.426,1.664,1.602,1.678,1.697,1.78,1.186,0.826,0.711,0.387
60116,"60116","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.234,1.61,1.678,1.838,2.116,2.676,2.502,2.778,2.278,2.43,2.598,1.306,1.504,1.776,2.05,2.056,1.494,1.18,1.052,2.216,2.416,3.014,2.824,2.882,2.314,2.312,2.574,2.442,1.482,1.62,1.814,1.458,1.726,1.84,2.148,2.148,1.628,2.052,1.484,1.422,1.8,1.488,0.874,1.486,1.176,1.29,1.396,1.328,1.534,2.084,2.244,2.552,2.094,2.274,1.886,2.096,1.56,2.028,2.026,2.238,2.188,1.948,1.626,1.892,2.042,1.696,2.33,1.602,1.942,1.884,1.718,1.91,1.498,1.616,1.996,NA,NA,NA,NA,NA,NA,NA,NA
60143,"60143","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.236,1.174,1.626,1.408,0.974,0.856,0.848,0.892,0.734,0.998,1.224,0.56,0.982,0.996,2.248,1.412,1.14,1.044,0.674,0.856,1.35,0.59,0.736,0.608,0.87,0.81,0.984,0.66,1.804,2.132,3.976,3.058,2.876,2.248,1.61,2.402,2.256,1.932,1.228,1.27,1.476,1.838,1.846,1.534,1.558,1.552,1.372,1.096,0.838,1.414,1.498,1.232,1.384,1.126,1.216,1.432,1.962,1.85,1.908,1.47,1.656,1.49,1.388,1.476,1.94,1.124,1.516,1.534,1.918,1.602,1.252,1.144,1.06,0.832,0.158,1.396,1.456,1.442,1.628,1.54,1.816,1.5,1.472,1.566,1.814,NA,NA,NA,NA,NA,NA,NA
60345,"60345","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.542,2.062,1.938,2.09,1.758,1.244,1.982,1.19,1.164,0.642,0.708,1.108,1.028,0.74,0.85,0.792,1.286,1.142,1.036,0.758,0.894,0.876,0.818,0.938,1.348,0.998,1.13,0.81,0.89,1.048,0.878,0.84,0.782,0.818,0.826,1.04,1.148,1.21,0.758,0.546,0.482,0.502,0.796,0.498,0.648,0.364,0.88,0.958,1.302,1.326,1.124,1.244,1.206,1.106,1.454,1.222,1.134,0.982,1.46,1.716,1.886,1.272,1.278,1.358,1.254,1.204,0.91,1.326,1.446,1.378,1.278,1.562,1.678,1.46,1.202,1.176,NA,NA,NA,NA,NA,NA,NA,NA
60353,"60353","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,1.872,1.264,1.358,1.524,1.966,1.42,1.302,1.352,1.278,1.342,1.266,1.202,0.936,0.716,0.692,0.644,0.384,0.704,0.622,0.814,1.166,1.712,1.92,1.176,1.49,1.36,0.754,0.554,0.416,0.428,0.5,0.498,0.432,0.604,0.544,0.64,0.374,0.568,0.642,0.684,0.668,0.652,0.708,0.726,0.486,0.97,0.968,0.976,1.266,1.098,1.18,1.268,1.384,1.628,1.684,1.972,1.866,2.008,1.578,1.402,1.134,1.628,1.972,2.932,2.082,2.482,2.164,2.408,2.14,1.878,1.986,1.632,1.794,2.288,2.454,3.582,2.416,2.796,2.334,2.79,2.894,2.79,1.62,2.26,2.318,0.942,0.73,0.65,0.688,0.65,0.71,0.618,0.678,0.672,0.608,0.936,0.738,0.82,1.006,1.072,0.924,0.882,1.014,1.172,0.882,1.256,1.492,1.516,1.458,1.628,1.318,1.81,1.514,1.714,1.586,NA,NA,NA,NA,NA,NA,NA,NA
60522,"60522","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.188,1.7,2.704,2.124,3.012,2.316,2.758,2.174,1.614,1.77,1.652,1.824,1.334,1.362,1.74,1.648,1.482,1.526,1.53,1.52,1.232,1.272,2.154,2.942,1.84,1.448,1.61,1.42,1.646,1.802,1.542,1.348,1.41,1.92,1.944,1.978,2.866,1.928,2.362,1.702,1.574,1.39,1.41,1.426,1.31,0.948,1.168,1.096,1.272,0.766,0.802,0.89,0.764,1.204,0.928,0.574,1.08,0.616,1.134,1.224,0.89,0.964,0.644,0.796,0.678,0.872,0.56,0.52,0.474,0.452,0.744,0.88,0.75,0.636,0.69,0.422,0.584,0.458,0.428,0.708,0.578,0.682,0.434,0.636,0.476,0.616,0.672,0.758,NA,NA,NA,NA,NA,NA,NA,NA
60550,"60550A","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.904,0.981,1.18,1.175,0.985,1.364,1.677,2.015,1.269,1.697,1.614,1.47,1.541,1.416,1.326,1.575,1.317,1.058,1.137,1.333,1.04,0.837,1.338,1.16,1.337,1.205,0.808,0.712,0.874,1.088,1.497,1.703,2.266,1.471,1.619,1.967,1.489,1.217,1.173,1.204,1.055,1.346,1.352,1.405,1.224,1.215,1.142,1.202,1.013,1.17,1.251,0.976,1.297,1.236,0.823,0.819,0.857,0.879,0.813,0.882,1.234,1.272,1.461,1.379,1.659,1.113,1.346,1.62,1.817,1.48,1.219,0.942,0.938,1.059,1.22,1.123,1.387,1.393,0.887,0.884,0.916,1.027,1.15,0.886,NA,NA,NA,NA,NA,NA,NA,NA
62019,"62019","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.216,5.544,5.304,4.348,4.872,5.39,4.78,5.454,4.81,4.636,5.298,5.98,7.668,8.172,5.384,7.866,7.386,4.336,4.39,7.166,6.782,7.006,6.188,6.338,6.288,6.344,6.34,7.152,5.276,7.558,6.744,5.876,6.636,5.472,4.48,5.996,5.108,6.496,7.92,6.514,7.708,8.172,6.77,5.61,5.048,5.478,6.668,NA,NA,NA,NA,NA,NA,NA,NA
62281,"62281","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.028,1.932,3.026,3.496,4.362,3.742,3.454,2.598,3.222,3.77,4.272,4.178,4.818,3.894,3.616,2.836,3.106,2.85,2.624,2.91,2.958,2.592,1.816,1.518,2.008,1.954,2.218,2.228,2.07,2.074,2.064,2.078,2.348,3.418,4.688,6.096,7.794,6.96,5.998,5.472,6.25,6.708,4.618,4.478,3.434,2.776,2.662,2.81,2.632,1.55,2.178,2.358,2.368,2.264,1.974,1.94,2.224,1.892,2.204,2.424,1.594,2.278,1.89,1.916,1.82,1.882,2.854,2.578,2.288,2.388,1.836,1.428,1.506,1.578,1.254,1.594,1.634,1.708,1.58,1.346,1.206,1.858,1.6,1.562,1.948,2.306,1.6,1.736,1.572,1.444,1.542,1.282,1.458,NA,NA,NA,NA,NA,NA,NA,NA
62372,"62372","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.076,2.268,2.906,2.028,1.718,1.378,0.902,0.97,1.33,1.736,1.734,2.11,2.334,1.416,1.73,1.476,1.454,1.472,1.222,1.308,1.35,1.296,1.704,1.47,1.624,1.874,1.666,1.552,1.614,2.11,3.308,3.59,3.86,2.778,2.966,2.712,2.182,2.296,1.994,1.796,1.686,2.186,3.322,3.048,3.262,2.178,2.48,2.264,2.832,2.99,2.728,2.214,3.026,1.922,1.378,1.8,1.878,2.14,2.646,2.84,3.718,3.1,2.994,3.114,3.444,2.384,2.674,2.666,3.688,3.102,2.284,1.628,2.282,2.52,1.868,2.858,2.32,2.61,2.378,2.278,2.306,2.02,2.722,2.526,NA,NA,NA,NA,NA,NA,NA,NA
70096,"70096","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.972,2.202,2.146,2.26,1.904,1.676,1.78,1.528,1.18,1.276,1.126,1.242,2.736,2.822,2.286,1.92,1.834,1.744,1.224,0.622,0.646,0.642,0.684,0.642,1.372,2.148,2.232,1.792,2.172,1.672,1.914,1.544,1.67,2.298,2.306,2.612,2.404,2.554,2.624,2.382,2.496,2.906,4.07,3.62,3.56,3.884,4.656,4.884,4.328,3.53,2.832,5.244,6.664,6.276,5.916,6.9,5.182,6.108,6.636,5.564,4.316,3.854,4.236,3.178,4.688,7.792,6.216,5.178,5.148,5.254,4.284,4.918,5.364,4.934,3.486,4.798,3.998,3.422,3.614,3.052,3.152,3.818,2.61,3.034,3.12,2.544,2.31,3.276,2.65,2.904,2.784,2.804,3.004,2.48,2.178,2.288,2.038,2.15,2.916,2.81,3.01,2.972,3.534,3.212,2.776,3.01,3.2,NA,NA,NA,NA,NA,NA,NA,NA
70126,"70126","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854,1.514,1.38,1.332,1.238,1.282,1.296,1.088,1.22,1.326,1.034,1.1,0.706,0.528,0.954,0.86,0.824,0.94,1.234,1.03,0.862,0.602,0.48,0.552,0.48,0.228,0.66,0.578,0.674,5.064,4.66,3.448,2.162,1.924,1.894,2.514,2.38,1.834,2.826,2.178,3.234,3.264,3.832,3.978,3.016,3.702,2.346,2.102,2.482,2.252,2.346,2.998,3.526,2.878,2.678,2.32,2.212,2.218,2.156,3.108,2.916,2.744,2.926,3.634,3.634,3.674,2.656,3.142,3.554,3.65,5.02,3.962,4.174,2.698,3.972,4.034,2.7,2.28,2.608,2.762,2.254,3.242,4.306,4.398,2.746,2.416,2.724,2.362,2.792,2.382,2.986,2.878,4.346,2.55,2.73,2.254,2.246,2.238,2.39,1.664,2.966,2.756,2.426,2.244,3.196,2.1,2.284,2.35,2.544,2.53,2.706,1.626,2.374,2,2.04,2.232,2.536,2.966,2.45,2.364,1.98,1.878,2.65,2.782,NA,NA,NA,NA,NA,NA,NA,NA
70407,"70407","quru","alive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,1.75,1.84,1.378,1.554,1.594,1.298,1.724,1.744,1.616,1.4,1.018,0.804,0.976,0.758,0.594,0.544,0.722,0.886,0.776,0.756,1.484,2.566,3.606,3.424,4.184,3.472,3.332,3.044,3.07,3.306,3.206,3,2.71,3.754,4.622,3.732,3.562,2.828,2.962,3.446,3.714,4.664,4.682,2.874,5.162,4.574,1.868,1.822,1.866,2.218,2.516,2.656,3.37,3.356,2.724,3.318,3.406,2.822,3.692,4.254,4.71,4.314,3.22,2.5,3.926,3.436,4.448,5.654,4.984,4.85,5.172,5.23,4.874,3.764,4.414,5.296,NA,NA,NA,NA,NA,NA,NA,NA
