quadrat,tag,stem,sp,lx,ly,codes.2013,dbh.2013,status.2015,status.2016,status. 2017,new.status,dbh.if.dead,perc.crown,crown.position,fad1,fad2,fad3,fad4,DF,liana.load,fraxinus.crown thinning,fraxinus.epicormic growth,EABF,DE.count,Old comments,2018 comments,cored,Date,surveyors
115,10715,1,unk,16.7,5.6,DC,349.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10717,1,cagl,16.8,8.9,DC,120.0999985,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10722,1,litu,0.6,5.2,,142,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10725,1,fagr,2.8,9.8,,143.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10726,1,qupr,4,8.1,,723,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10727,1,caca,18.7,10.1,DC,111.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10728,1,litu,19.5,12.6,,432,A,A,A,A,,,,,,,,,,,,,,,lower bark balding,,7/6/2018,Prestipino
115,10729,1,caovl,12.1,14.2,,151,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10730,1,fagr,9.8,15.7,,145.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10731,1,qupr,8.4,15.9,,618,A,A,A,A,,,,,,,,,,,,,,,anthracnose/wilt,,7/6/2018,Prestipino
115,10733,1,nysy,6.2,15.8,,102,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10735,1,nysy,2.3,12.3,,152,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10739,1,fagr,1.1,15.9,,122,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10742,1,litu,13.7,19.5,,237,A,A,A,A,,,,,,,,,,,,,,,"lower bark blonding, K",,7/6/2018,Prestipino
115,10743,1,fagr,18.7,19.8,,124,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10744,1,litu,18.5,18.8,,222,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
115,10745,1,fagr,20,16.2,,109,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10680,1,litu,0.6,0.5,,780.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10682,1,quru,2.7,2.3,,796,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10683,1,litu,2.8,1.4,,148.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10684,1,cagl,6.9,6.2,,146.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10685,1,cato,10.7,1.3,,341.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10686,1,cagl,10.4,6.5,,227.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10688,1,quve,15.8,0.8,,545,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10689,1,cato,17.8,2.7,,144,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10690,1,cagl,16.6,5.1,,147.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10691,1,fagr,15.3,7.2,,146,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10692,1,cagl,14.1,8.6,,299,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10693,1,cagl,10.1,10.4,,155,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10696,1,quve,3.3,8.8,DS,637.0999756,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10697,1,cato,1.6,12.9,,195.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10698,1,cagl,4.6,18.3,,121,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10699,1,cato,9.8,18.1,,365,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10700,1,cagl,16.3,15.9,,445,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10801,1,amar,15.3,14.1,,107,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
116,10803,1,cagl,19.8,18,,256,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12001,1,litu,0.7,0.9,,566.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12003,1,caco,4.6,3.5,,422.5,A,A,A,A,,,,,,,,,,,,,,,F/disease,,7/6/2018,Prestipino
117,12004,1,litu,6,1,,205.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12005,1,litu,10.9,3.2,,245,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12007,1,caco,2.9,9,,259.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12009,1,litu,14.1,0.4,,409,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12010,1,cagl,11.6,9.8,,219.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12012,1,litu,12.3,9.7,,117.5,A,AU,AU,AU,,,,B,,,,,,,,,,break at ?5 m,break at ~4m,,7/6/2018,Prestipino
117,12016,1,cagl,14.6,17.6,,136,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12017,1,cato,14.2,16.6,,185,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12018,1,quve,10.8,19.1,,551,A,A,A,A,,,,,,,,,,,,,,,B in one crown stem,,7/6/2018,Prestipino
117,12019,1,litu,4.5,12,,244,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12021,1,casp,10,13.4,DS,274.8999939,PD,PD,PD,PD,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12023,1,quru,5.3,19.1,,523.5,A,A,A,A,,,,,,,,,,,,,,,,,7/6/2018,Prestipino
117,12025,1,quru,5,16.3,,832.5,A,A,A,A,,,,,,,,,,,,,,,F,,7/6/2018,Prestipino
118,12028,1,caovl,3.5,0.1,,127.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12030,1,caovl,9.6,0.7,,106.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12032,1,fagr,8.8,8.6,,182,A,A,A,A,,,,,,,,,,,,,,,tag missing,,6/12/2018,Prestipino
118,12033,1,qupr,6.8,9,DC,478.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12037,1,caovl,17.1,1.3,,104,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12042,1,caca,13.3,7.2,,104,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12045,1,caovl,13.2,4.7,,331.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12047,1,cato,15.8,13.4,,290,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12050,1,cagl,18.9,18.4,,402,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12053,1,caca,4,10.8,DC,124,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12054,1,cagl,5.7,16.1,,186,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
118,12056,1,caca,1.8,14.4,,124.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12058,1,litu,0.9,0.5,,670,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12061,1,litu,5.7,4,,275,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12062,1,tiam,7.2,5.1,,149.6000061,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12063,1,litu,9.8,6.5,,253.1999969,A,A,A,A,,,,,,,,,,,,,,,tag swallowed,,6/12/2018,Prestipino
119,12068,1,litu,4.4,4.5,,535.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12069,1,caovl,4.2,7.1,,290,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12071,1,litu,3.5,3.1,,196,DS,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12072,1,caovl,15,1.7,,242,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12075,1,litu,18.6,15.1,,577.7999878,A,A,A,A,,,,,,,,,,,,,,tag lost,tag missing,,6/12/2018,Prestipino
119,12077,1,fram,0.6,19.9,,32.79999924,DN,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12078,1,litu,4.4,13.1,,193,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12080,1,cato,7.1,17.8,,322.1000061,A,DC,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12082,1,qupr,5.8,16.7,,120,A,A,A,DC,128,1,I,UP,R1,,,,,,,,,,tag crushed; too rotten to core,,6/12/2018,Prestipino
119,12083,1,frpe,4.5,15.6,DC,36,A,DN,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12084,1,cagl,3,15,,322.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
119,12087,1,nysy,0.3,10.5,,337.2000122,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12088,1,litu,1,0.6,,650,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12089,1,caovl,5.4,1.5,,120.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12091,1,nysy,3.3,9.2,,259,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12092,1,qupr,1,6.7,,118.5999985,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12094,1,qupr,18.8,2.3,P,122,A,AU,AU,AU,,,,CR,,,,,,,,,,leaning; crushed by fallen dead tree,"crushed & leaning, coping well",,6/12/2018,Prestipino
120,12097,1,cagl,11.5,6.6,DS,172.5,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12098,1,unk,12.6,3.1,"DC,Q",239,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12101,1,quru,10.7,1.9,DS,875.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12103,1,caco,19.5,11.1,,237.6999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12105,1,cagl,20,14.3,,346.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12109,1,caca,14.4,17.4,,118.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12110,1,cato,11,17.5,,142.6999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12111,1,cato,12.2,14.7,,187.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12114,1,caca,7.7,14.4,,115.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12116,1,unk,9.4,19,"DS,Q",106.4000015,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
120,12117,1,fram,6.2,16.1,,121.8000031,A,A,A,A,,,I,,,,,,,1,0,none,,,,,6/12/2018,Prestipino
120,12118,1,litu,0.6,13.4,,651.0999756,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12119,1,fram,8.6,0.6,,290.1000061,A,A,A,A,,,CD,,,,,,,2,2,W,,,,,6/12/2018,Prestipino
121,12121,1,cagl,7.8,10.3,,181.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12122,1,cagl,1.6,9.1,,177.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12123,1,tiam,2.6,8.1,,174.8999939,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12126,1,tiam,0.3,3.2,,176.3000031,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12127,1,tiam,16,2.1,,209.8000031,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12129,1,unk,20,9,DC,136.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12130,1,tiam,16.8,7.9,M,372,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12130,2,tiam,16.8,7.9,S,194,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12132,1,tiam,14.9,6.2,,362.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12133,1,tiam,13.1,8.2,,239.6999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12134,1,cofl,12.1,6.3,,100.4000015,DS,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12136,1,fram,14.2,15.7,"J,L,B",46.59999847,A,A,A,DS,51,4,S,U,BB,R,DF,5,,5,0,"SS, VB",0,,Old Break @ ~ 2.6m,,6/12/2018,Prestipino
121,12139,1,caovl,20,12.3,,168,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12141,1,cato,16.6,14.9,,258.7999878,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12142,1,fram,10.7,17.3,J,108.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12144,1,tiam,7.4,18.2,DS,150,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12146,1,cato,6.1,16.4,,119,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
121,12147,1,ceca,3.2,18,"L,J",140.5,A,AU,AU,AU,,,,B,,,,,,,,,,"main stem bent and split at ?1.3 m,","main stem bent and split at ?1.3 m,",,6/12/2018,Prestipino
121,12148,1,acru,0.2,19,,100.5999985,A,A,A,AU,,,,CR,,,,,,,,,,,tag missing. Being crushed by 12156,,6/12/2018,Prestipino
122,12151,1,qupr,5.1,0.9,L,232.1999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12152,1,tiam,7.7,4.8,,149.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12155,1,acru,4.7,6.9,,184,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12156,1,tiam,1.1,9,M,411.5,A,A,A,AU,,,,UP,DF,,,3,,,,,,,not dead yet,,6/12/2018,Prestipino
122,12156,2,tiam,1.1,9,S,341.2000122,A,A,A,AU,,,,UP,DF,,,3,,,,,,,not dead yet,,6/12/2018,Prestipino
122,12158,1,cato,3,5.3,,123,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12160,1,fram,0.6,1,,82.5,No sampled,A,A,A,,,S,,,,,,,2,0,AS,,"break at ?2m, new crown",Break @ ~ 2m - from the branch of 12156,,6/12/2018,Prestipino
122,12165,1,nysy,14.2,8.5,M,136.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12165,2,nysy,14.2,8.5,S,126,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12169,1,tiam,10.9,3.9,,216.1000061,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12170,1,unk,14.4,10,DC,145.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12171,1,frni,14.2,12,,135.1999969,A,A,DS,PD,136.3,4,I,U,BB,,,,,5,0,SS,,,,,6/12/2018,Prestipino
122,12173,1,litu,18.7,11.2,,600.2000122,A,A,A,A,,,,,,,,,,,,,,no tag,tag missing,,6/12/2018,Prestipino
122,12174,1,fram,18.1,13,,51,No sampled,A,A,A,,,S,,,,,,,1,0,VB,,,R,,6/12/2018,Prestipino
122,12176,1,ceoc,15.6,14.3,,104,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12178,1,tiam,15.2,15.5,M,362,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12178,2,tiam,15.2,15.5,S,337.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12179,1,tiam,13.7,16.4,,185.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12181,1,caca,13.1,20,M,154,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12182,1,caca,10.8,20,,103,A,DS,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12191,1,tiam,6.5,14.7,,362.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
122,12193,1,cato,2.4,11.7,,400.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12195,1,tiam,4,1.7,,653,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12197,1,quve,4.2,2.6,,200,A,A,A,A,,,,,,,,,,,,,,tag missing,tag missing,,6/12/2018,Prestipino
123,12199,1,nysy,8.8,2.8,B,307.7999878,A,DS,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12200,1,tiam,9,3.1,DS,191.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12201,1,unk,7,4,DS,109.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12203,1,tiam,7.1,9.6,,200.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12205,1,unk,6.9,10.3,DS,538.2000122,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12211,1,caca,20,9.1,DC,204.1000061,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12211,2,caca,20,9.1,,126.9000015,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12213,1,caca,10.6,6.8,"M,L",138,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12215,1,unk,11.4,1.8,DS,525.0999756,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12216,1,tiam,19.1,12.7,L,162.3000031,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12218,1,frni,19.8,17.1,DC,42.40000153,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12218,2,frni,19.8,17.1,DC,14.80000019,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12218,3,frni,19.8,17.1,DC,23.29999924,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12218,4,frni,19.8,17.1,DC,10.69999981,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12219,1,acru,19.2,17.6,"M,L,P",133.6999969,A,AU,AU,A,,,,,,,,,,,,,,Vertical branches alive,Vertical branches alive,,6/12/2018,Prestipino
123,12221,1,frni,11.1,15.2,,304.7999878,A,DS,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12222,1,caca,10.1,13.2,,123.9000015,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12226,1,caca,5.9,20,DC,102.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
123,12229,1,fram,1.5,13.6,M,176.1000061,A,A,A,A,,,I,,,,,,,1,0,none,,,,,6/12/2018,Prestipino
123,12229,2,fram,1.5,13.6,S,173.8000031,A,A,A,A,,,I,,,,,,,1,0,W,,,,,6/12/2018,Prestipino
124,12231,1,tiam,9.9,9.3,"M,L",298,A,AU,AU,AU,,,,UP,,,,,,,,,,Vertical branches alive,Vertical branches alive,,6/12/2018,Prestipino
124,12233,1,havi,12.9,1,DS,103.9000015,PD,PD,A,A,,,,,,,,,,,,,,"Main stem dead *alive in 2017*, multiple stems alive",,,6/12/2018,Prestipino
124,12234,1,fram,14.2,1.2,,313,A,A,DS,PD,318.6,4,CD,BB,,,,,,5,1,"W, SS, DE",7,"bark too rotted to core, 1 ill epicormic",,,6/12/2018,Prestipino
124,12236,1,caca,18,5.8,,178.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12237,1,tiam,20,9.8,,202,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12242,1,tiam,17.8,12.8,,198.8000031,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12244,1,fram,19.7,11.1,,613,A,A,A,AU,,,D,DF,,,,4,,4,2,"W, SS",,bark blonding,,,6/12/2018,Prestipino
124,12245,1,tiam,20,14,,255.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12246,1,caca,16.7,18.2,M,118.8000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12247,1,cato,15.5,17.9,,175.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12248,1,caca,13.1,19.8,M,152.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12249,1,caca,13,15.5,M,167,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12249,2,caca,13,15.5,S,103.8000031,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
124,12252,1,acru,1.1,17.7,,163.5,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12253,1,juci,6.1,6.5,,237.3000031,A,A,A,A,,,,,,,,,,,,,,,R,,6/12/2018,Prestipino
125,12254,1,tiam,5.7,8,,262.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12255,1,fram,8.5,9.3,,275.8999939,A,A,A,A,,,CD,,,,,,,1,1,W,,,,,6/12/2018,Prestipino
125,12258,1,ceoc,15.6,1.9,DS,103.1999969,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12259,1,litu,16.3,1.5,I,1018.799988,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12262,1,ulsp,18.1,4.8,DC,110.4000015,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12263,1,fram,18.9,9.5,,107.0999985,A,A,A,A,,,S,,,,,,,3,0,none,,top of crown has no branches and is covered in Vitis,top of crown has no branches and is covered in Vitis,,6/12/2018,Prestipino
125,12265,1,tiam,11.2,9.1,,295.7999878,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12266,1,frpe,10.6,7.2,,128.6000061,A,A,A,A,,,I,,,,,,,1,1,DE,2,,,,6/12/2018,Prestipino
125,12267,1,fram,19.9,12.6,,206.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12269,1,frpe,17,15.5,,37.59999847,A,A,A,A,,,S,,,,,,,1,0,none,,,,,6/12/2018,Prestipino
125,12270,1,tiam,19.4,19.6,,280.7000122,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12271,1,fram,14.9,18.1,,114.5,A,A,A,A,,,S,,,,,,,4,6,"SS, DE",3,old stem break on top of crown,old stem break on top of crown,,6/12/2018,Prestipino
125,12274,1,fram,11.1,19,,360.7000122,A,A,A,A,,,D,,,,,,,1,2,DE,1,crown close to a 2,,,6/12/2018,Prestipino
125,12276,1,fram,12.1,12.9,,186.8999939,A,A,A,A,,,I,,,,,,,1,1,VB,,,,,6/12/2018,Prestipino
125,12277,1,ceoc,12.1,12.9,,132.6999969,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12283,1,ceoc,7.2,12.9,,108.5,A,A,A,AU,,,,DF,B,,,2,,,,,,,old break @ ~4m,,6/12/2018,Prestipino
125,12284,1,juni,8.5,14.7,,415,A,A,A,A,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
125,12288,1,unk,8.3,18.6,DC,119.3000031,PD,PD,PD,PD,,,,,,,,,,,,,,,,,6/12/2018,Prestipino
126,12293,1,litu,4.4,1.5,,611,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12295,1,fram,4.400000095,2,,62,No sampled,A,A,A,,,S,,,,,,,1,0,none,,,,,6/8/2018,Prestipino/Terrell
126,12296,1,fram,5.6,0.1,,256,A,A,A,AU,,,I,DF,BB,,,4,,4,3,"SS, W, DE",12,,,,6/8/2018,Prestipino/Terrell
126,12297,1,fram,5.5,4,,71.5,No sampled,A,A,A,,,S,,,,,,,1,0,"W, AS",,,,,6/8/2018,Prestipino/Terrell
126,12299,1,fram,9,4.6,,102,A,A,A,AU,,,I,DF,BB,,,4,,4,0,"W, DE, SS",9,,,,6/8/2018,Prestipino/Terrell
126,12301,1,litu,8.6,8.9,,179,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12302,1,litu,5.3,7.6,,159.5,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12303,1,fram,3.8,8.1,,286,A,A,A,A,,,CD,,,,,,,2,2,"W, DE",2,,,,6/8/2018,Prestipino/Terrell
126,12304,1,frpe,3.099999905,5,,64.19999695,No sampled,A,A,A,,,S,,,,,,,1,0,none,,,,,6/8/2018,Prestipino/Terrell
126,12307,1,fram,1.399999976,1,,57.5,No sampled,A,A,AU,,,I,DF,BB,,,3,,3,0,"W, AS, DE",3,,,,6/8/2018,Prestipino/Terrell
126,12308,1,caca,11.7,0.6,,106,A,A,DS,PD,111,3,S,U,F,,,,3,,,,,too rotted at base to core,,,6/8/2018,Prestipino/Terrell
126,12309,1,litu,15.3,5.7,,471,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12310,1,fagr,15,7.2,,229,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12311,1,acru,14.3,9.4,,424,A,A,AU,DS,422,3,CD,R,BB,AN,K,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12312,1,caca,14.4,5.2,M,118.5,A,AU,DS,PD,116.2,3,I,I,U,F,,,,,,,,70% DF,,,6/8/2018,Prestipino/Terrell
126,12313,1,acru,12.5,5.1,,297.5,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
126,12314,1,fram,16.9,10.1,,115,A,A,A,A,,,I,,,,,,,2,2,"W, DE, SS",5,,,,6/8/2018,Prestipino/Terrell
126,12315,1,fram,18,14,,88,No sampled,A,DS,PD,91,4,I,BB,,,,,,5,0,"SS, DE",3,,,,6/8/2018,Prestipino/Terrell
126,12317,1,acru,12.6,17.2,,388.2000122,A,A,A,A,,,,,,,,,,,,,,,,,6/8/2018,Prestipino/Terrell
